PX2,Main,Midblock Route,Side 1 Route,Side 2 Route,Activation Date,Latitude,Longitude,Count Date,8HrPedVol,8HrVehVol,24HrPedVol,24HrVehVol
547,QUEEN ST E,,LESLIE ST,,2/15/1951,43.66327,-79.33021,10/28/2009,"1,917","11,557","3,834","23,114"
548,QUEEN ST E,,WOODBINE AVE,,10/25/1955,43.66878,-79.3058,1/4/2010,"2,120","19,030","4,240","38,060"
549,QUEEN ST E,,LEE AVE,,2/26/1951,43.6705,-79.298,1/11/2011,"3,476","15,374","6,952","30,748"
550,QUEEN ST E,,WINEVA AVE,,10/22/1956,43.67098,-79.29574,1/27/2009,"3,167","10,618","6,334","21,236"
551,QUEEN ST E,,BEECH AVE,,5/30/1955,43.67269,-79.28756,7/15/2010,"2,129","9,048","4,258","18,096"
552,QUEEN ST W,,AUGUSTA AVE,,8/22/1956,43.64806,-79.39966,7/19/2011,"6,250","7,737","12,500","15,474"
553,QUEEN ST W,,NIAGARA ST,,7/23/1963,43.64602,-79.40993,8/11/2010,"1,231","7,820","2,462","15,640"
554,QUEEN ST W,,SHAW ST,,11/22/1948,43.64474,-79.41628,8/20/2009,"2,755","11,185","5,510","22,370"
555,QUEEN ST W,,OSSINGTON AVE,,4/19/1960,43.64421,-79.41885,6/18/2008,"3,019","10,721","6,038","21,442"
556,QUEEN ST W,,DOVERCOURT RD,,2/28/1951,43.64351,-79.4224,11/26/2008,"1,323","9,656","2,646","19,312"
557,EGLINTON AVE W,40m EAST OF,FLANDERS RD,,4/25/1995,43.69931091,-79.43339467,2/25/2010,344,"17,549",688,"35,098"
559,QUEEN ST W,,KING ST W,RONCESVALLES AVE,1/1/1959,43.63871,-79.44619,1/17/2012,"2,278","11,428","4,556","22,856"
560,THE QUEENSWAY,,COLBORNE LODGE DR,,6/24/1958,43.63953,-79.45948,11/17/2011,642,"14,367","1,284","28,734"
561,THE QUEENSWAY,,ELLIS AVE,,1/1/1967,43.63777,-79.46645,11/8/2011,690,"16,995","1,380","33,990"
562,THE QUEENSWAY,,WINDERMERE AVE,,1/1/1967,43.63721,-79.46983,11/16/2011,"1,115","19,569","2,230","39,138"
563,THE QUEENSWAY,,STEPHEN DR,,1/1/1957,43.63041,-79.48422,7/5/2010,415,"19,466",830,"38,932"
564,THE QUEENSWAY,,PARK LAWN RD,,1/31/1958,43.62906,-79.49031,8/31/2011,412,"21,758",824,"43,516"
565,THE QUEENSWAY,,ROYAL YORK RD,,1/31/1958,43.62635,-79.50258,3/29/2011,"1,965","24,470","3,930","48,940"
566,THE QUEENSWAY,,TAYMALL AVE,WADSWORTH CRES,8/3/1995,43.62534,-79.50722,9/24/2009,650,"14,664","1,300","29,328"
567,THE QUEENSWAY,,ISLINGTON AVE,,11/8/1960,43.62364,-79.51478,12/8/2011,"1,139","41,090","2,278","80,870"
568,THE QUEENSWAY,,KIPLING AVE,,1/31/1958,43.62098,-79.52673,5/11/2010,269,"33,414",538,"66,828"
569,VICTORIA PARK AVE,,MCNICOLL AVE,,4/9/1975,43.80409,-79.3363,11/1/2010,596,"15,009","1,192","30,018"
570,THE QUEENSWAY,,ATOMIC AVE,PRIVATE ACCESS,2/22/1967,43.61777,-79.54085,9/21/2009,428,"20,873",856,"41,746"
571,STRACHAN AVE,,FLEET ST,MANITOBA DR,4/2/1963,43.63627,-79.40961,11/2/2011,793,"12,615","1,586","25,230"
572,CHURCH ST,,ISABELLA ST,,12/7/1967,43.66835,-79.38203,4/28/2008,"2,673","9,539","5,346","19,078"
573,PARKSIDE DR,,HIGH PARK BLVD,,10/26/1954,43.64493,-79.45626,11/9/2011,911,"14,077","1,822","28,154"
574,PARKSIDE DR,,HOWARD PARK AVE,,12/3/1953,43.64866,-79.45778,9/28/2011,583,"14,984","1,166","29,968"
575,KEELE ST,,GLENLAKE AVE,,11/10/1967,43.65832,-79.4615,9/10/2008,"1,552","13,281","3,104","26,562"
576,KEELE ST,,ANNETTE ST,,10/16/1952,43.66366,-79.46375,2/8/2011,530,"15,688","1,060","31,376"
577,WESTON RD,,BLACK CREEK DR,HUMBER BLVD,1/1/1958,43.68338,-79.48029,10/31/2011,489,"21,788",978,"43,576"
578,WESTON RD,,LAMBTON AVE,,1/31/1958,43.68426,-79.48401,6/4/2009,410,"7,904",820,"15,808"
579,WESTON RD,,RAY AVE,,4/8/1959,43.68867,-79.49417,6/3/2009,569,"8,253","1,138","16,506"
580,WESTON RD,,DENISON RD E,DENISON RD W,1/31/1958,43.69624,-79.50817,11/10/2010,632,"9,242","1,264","18,484"
581,WESTON RD,,JOHN ST,,2/10/1959,43.70063,-79.51777,5/27/2009,"1,109","9,748","2,218","19,496"
582,WESTON RD,,LITTLE AVE,ELSMERE AVE,1/31/1958,43.70105,-79.51944,1/13/2009,"1,392","9,568","2,784","19,136"
583,WESTON RD,,CHURCH ST,,1/31/1958,43.70304,-79.52536,11/19/2009,586,"10,921","1,172","21,842"
584,WESTON RD,,ST PHILLIPS RD,,1/1/1963,43.70635,-79.53229,12/14/2010,87,"18,149",174,"36,298"
585,WESTON RD,,401 C E WESTON RD RAMP,,8/16/1966,43.71188,-79.53545,11/24/2010,197,"28,448",394,"56,896"
586,WESTON RD,,401 C W WESTON RD RAMP,,12/19/1963,43.71483,-79.53665,12/16/2010,117,"31,921",234,"63,842"
587,ALBION RD,,WESTON RD,WALSH AVE,12/18/1957,43.71697123,-79.53748681,1/21/2008,833,"19,733","1,666","39,466"
588,WESTON RD,,SHEPPARD AVE W,,7/21/1961,43.73376,-79.53824,12/13/2010,359,"22,201",718,"44,402"
589,WESTON RD,,FINCH AVE W,,10/14/1964,43.7521,-79.54242,10/1/2007,"2,838","31,766","5,676","63,532"
590,KEELE ST,,DONALD AVE,,12/31/1963,43.68493,-79.47278,3/10/2011,"1,070","10,579","2,140","21,158"
591,KEELE ST,,BEECHBOROUGH AVE,,8/30/1962,43.69436,-79.47479,8/22/2011,451,"11,359",902,"22,718"
592,KEELE ST,,GULLIVER RD,INGRAM DR,2/13/1962,43.69945,-79.47595,3/9/2011,"1,059","17,048","2,118","34,096"
593,KEELE ST,,FLAMBOROUGH DR,DENSLEY AVE,1/30/1961,43.70293,-79.47673,8/17/2011,925,"14,090","1,850","28,180"
594,KEELE ST,,MAPLE LEAF DR,,8/22/1961,43.7148,-79.47942,8/23/2011,774,"17,067","1,548","34,134"
595,KEELE ST,,401 C E KEELE ST RAMP,,10/20/1965,43.72122,-79.4809,6/2/2011,406,"38,529",812,"77,058"
596,KEELE ST,,401 C W KEELE ST RAMP,KEELE ST S 401 C W RAMP,10/20/1965,43.724385,-79.481597,5/20/2010,308,"33,253",616,"66,506"
597,KEELE ST,,WILSON AVE,,1/31/1958,43.726702,-79.482042,4/6/2009,"1,547","35,039","3,094","70,078"
598,KEELE ST,,TILBURY DR,PRIVATE ACCESS,2/15/1968,43.7303393,-79.482902,11/16/2009,957,"20,502","1,914","41,004"
599,KEELE ST,,CALVINGTON DR,,10/29/1962,43.733587,-79.48367,10/19/2009,588,"22,549","1,176","45,098"
600,KEELE ST,,SHEPPARD AVE W,,10/9/1962,43.7447866,-79.486324,12/15/2010,"1,284","34,341","2,568","68,682"
601,FINCH AVE W,,KEELE ST,,1/1/1964,43.7634806,-79.490976,3/22/2010,"3,608","33,097","7,216","66,194"
602,STEELES AVE W,,KEELE ST,,2/21/1968,43.781523,-79.494495,5/13/2010,946,"40,444","1,892","84,406"
603,AVENUE RD,,HEATH ST W,,9/29/1968,43.6887347,-79.402311,2/18/2010,732,"21,202","1,464","42,404"
604,O CONNOR DR,40m SOUTH OF,WAKUNDA PL,,2/5/1968,43.71562,-79.305035,2/11/2008,619,"9,650","1,238","19,300"
605,COLLEGE ST,,DUFFERIN ST,,11/19/1948,43.6525538,-79.432536,11/18/2008,"3,057","14,174","6,114","28,348"
606,DUFFERIN ST,72m NORTH OF,SYLVAN AVE,PRIVATE ACCESS,6/6/1963,43.6552105,-79.433568,11/17/2007,"4,021","11,760","8,042","23,520"
607,DUFFERIN ST,,HALLAM ST,,6/27/1956,43.6658286,-79.437886,5/20/2009,"1,503","12,197","3,006","24,394"
608,DUFFERIN ST,,DUPONT ST,,10/29/1954,43.6684721,-79.439014,3/30/2010,"3,469","22,538","6,938","45,076"
609,DUFFERIN ST,,HOPE ST,,5/2/1968,43.6823708,-79.444848,5/28/2008,804,"14,466","1,608","28,932"
610,DUFFERIN ST,,ROGERS RD,,1/31/1958,43.6855558,-79.446104,8/24/2011,"1,236","16,892","2,472","33,784"
611,DUFFERIN ST,,HOLMESDALE RD,MARTIN ST,10/20/1966,43.688628,-79.447385,3/9/2011,633,"13,488","1,266","26,976"
612,DUFFERIN ST,,CASTLEFIELD AVE,,8/4/1965,43.7007517,-79.451768,2/1/2010,"1,785","21,973","3,570","43,946"
613,DUFFERIN ST,,GLENCAIRN AVE,,10/25/1957,43.7070021,-79.453212,1/27/2010,"1,188","19,735","2,376","39,470"
614,DUFFERIN ST,,ORFUS RD,,3/20/1959,43.720449,-79.456104,2/2/2012,"1,329","20,152","2,658","40,304"
615,DUFFERIN ST,,BENTWORTH AVE,RANEE AVE,2/19/1963,43.7217507,-79.456413,2/16/2011,745,"22,908","1,490","45,816"
616,DUFFERIN ST,,BRIDGELAND AVE,YORKDALE RD,12/13/1963,43.7269726,-79.457655,6/16/2011,691,"40,416","1,382","80,832"
617,WILSON AVE,,DUFFERIN ST,,1/31/1958,43.7320807,-79.458897,3/1/2011,"1,522","20,686","3,044","41,372"
618,DUFFERIN ST,,FINCH AVE W,,1/1/1967,43.7688703,-79.466898,5/25/2010,"1,341","43,290","2,682","92,241"
619,STEELES AVE W,,DUFFERIN ST,,8/14/1968,43.7872672,-79.470123,5/27/2010,"2,782","40,742","5,564","86,771"
620,DON MILLS RD,,OVERLEA BLVD,GATEWAY BLVD,1/14/1978,43.7099841,-79.334385,8/16/2010,"1,374","25,640","2,748","51,280"
621,DON MILLS RD,,ST DENNIS DR,,7/14/1964,43.7165457,-79.337275,10/21/2010,872,"25,442","1,744","50,884"
622,REXDALE BLVD,,QUEENS PLATE DR,PRIVATE ACCESS,7/25/1985,43.7191909,-79.60347,12/14/2010,386,"18,215",772,"36,430"
623,DON MILLS RD,,BARBER GREENE RD,GREEN BELT DR,8/15/1967,43.7276374,-79.340813,3/17/2011,933,"24,273","1,866","48,546"
624,DON MILLS RD,,THE DONWAY E,THE DONWAY W,11/3/1960,43.74085,-79.344418,4/21/2011,199,"26,186",398,"52,372"
625,DON MILLS RD,,THE DONWAY E,THE DONWAY W,1/1/1958,43.732251,-79.342103,6/13/2011,452,"22,907",904,"45,814"
626,DON MILLS RD,,YORK MILLS RD,,5/26/1965,43.7557927,-79.347046,4/1/2009,"4,197","40,868","8,394","63,081"
627,SHEPPARD AVE E,,DON MILLS RD,,4/1/1964,43.7750865,-79.34703,4/29/2010,"1,014","39,808","2,028","79,616"
628,DON MILLS RD,,VAN HORNE AVE,,6/18/1970,43.7873456,-79.353004,9/30/2009,"1,507","22,979","3,014","45,958"
629,DON MILLS RD,,ESTERBROOKE AVE,FAIRVIEW MALL DR,11/1/1974,43.7791002,-79.348727,3/17/2008,"2,602","21,798","5,204","43,596"
630,WILSON AVE,,WILSON HEIGHTS BLVD,TIPPET RD,1/31/1958,43.7345828,-79.4472,12/8/2009,467,"21,218",934,"42,436"
631,SHEPPARD AVE W,,WILSON HEIGHTS BLVD,,2/1/1962,43.7516592,-79.456729,4/22/2009,924,"24,693","1,848","49,386"
632,WILSON HEIGHTS BLVD,,WATERLOO AVE,,7/2/1968,43.7553365,-79.45992,12/10/2009,102,"5,324",204,"10,648"
633,KEELE ST,,GRANDRAVINE DR,,11/12/1968,43.7520138,-79.488128,9/27/2010,613,"18,561","1,226","37,122"
634,DON MILLS RD,,DUNCAN MILL RD,GRAYDON HALL DR,11/29/1980,43.7617546,-79.347221,3/9/2010,"1,294","23,590","2,588","47,180"
635,LAWRENCE AVE W,,PINE ST,,12/8/1968,43.7019656,-79.508309,10/5/2010,993,"14,972","1,986","29,944"
636,THE QUEENSWAY,,ST LAWRENCE AVE,PRIVATE ACCESS,9/27/1968,43.6226531,-79.519097,3/28/2011,130,"15,888",260,"31,776"
637,WESTON RD,,BRADSTOCK RD,PRIVATE ACCESS,4/9/1968,43.7389792,-79.5394628,10/2/2007,"1,695","13,723","3,390","27,446"
638,EGLINTON AVE E,,MASON RD,,12/31/1968,43.7417938,-79.225156,12/9/2010,"1,023","18,274","2,046","36,548"
639,YONGE ST,,401 C W YONGE ST S RAMP,,5/24/1966,43.75484,-79.40884,2/7/2007,4,"47,427",8,"94,854"
640,DUNDAS ST W,,SORAUREN AVE,,4/5/1969,43.6511963,-79.445285,9/22/2008,705,"10,287","1,410","20,574"
641,ST CLAIR AVE E,,HERRON AVE,PRIVATE ACCESS,2/20/1969,43.7109681,-79.28593,3/18/2010,"1,010","15,404","2,020","30,808"
642,DONLANDS AVE,,MILLWOOD RD,PAPE AVE,1/1/1962,43.69721,-79.34914,12/3/2008,32,"15,476",64,"30,952"
643,BAYVIEW AVE,,POST RD,,1/10/1956,43.7364307,-79.381904,5/9/2011,517,"28,651","1,034","57,302"
644,BAYVIEW AVE,,YORK MILLS RD,,1/1/1957,43.7480641,-79.384143,12/1/2010,"1,224","35,120","2,448","70,240"
645,BAYVIEW AVE,,FIFE RD,FIFESHIRE RD,3/21/1960,43.7548163,-79.385527,3/23/2011,606,"19,359","1,212","38,718"
646,BAYVIEW AVE,,401 C E BAYVIEW RAMP,,9/14/1965,43.7619212,-79.386856,6/13/2011,116,"34,224",232,"68,448"
647,BAYVIEW AVE,,401 C W BAYVIEW RAMP,,12/22/1967,43.764483,-79.387379,5/17/2011,354,"38,081",708,"76,162"
648,SHEPPARD AVE E,,BAYVIEW AVE,,9/30/1968,43.7666244,-79.388044,5/19/2010,"2,244","54,842","4,488","85,984"
649,BAYVIEW AVE,,CITATION DR,EMPRESS AVE,1/14/1966,43.7743467,-79.389797,2/16/2010,755,"21,097","1,510","42,194"
650,BAYVIEW AVE,,FINCH AVE E,,12/3/1962,43.7849891,-79.392235,11/24/2010,"1,757","38,945","3,514","77,890"
651,BAYVIEW AVE,,CUMMER AVE,,3/20/1967,43.7923392,-79.393624,4/20/2009,656,"24,876","1,312","49,752"
652,STEELES AVE E,,BAYVIEW AVE,,3/1/1966,43.8032514,-79.396314,2/3/2010,378,"38,979",756,"77,958"
653,BAYVIEW AVE,,RUDDINGTON DR,PRIVATE ACCESS,2/9/1969,43.7880388,-79.392735,3/30/2009,771,"19,775","1,542","39,550"
654,DAWES RD,,SECORD AVE,,8/7/1959,43.693593,-79.29727,10/26/2009,371,"8,060",742,"16,120"
655,DAWES RD,,GOWER ST,,1/1/1957,43.7022923,-79.296947,8/13/2009,775,"6,951","1,550","13,902"
656,LUMSDEN AVE,,MAIN ST,,1/1/1972,43.6948671,-79.304747,1/6/2011,"1,003","8,472","2,006","16,944"
657,COXWELL AVE,,SAMMON AVE,,3/21/1960,43.68882,-79.325838,6/16/2009,"1,789","11,181","3,578","22,362"
658,GREENWOOD AVE,,SAMMON AVE,,1/31/1958,43.6868912,-79.334692,1/26/2010,748,"8,093","1,496","16,186"
659,DONLANDS AVE,,SAMMON AVE,,1/1/1960,43.685836,-79.339519,4/4/2011,894,"7,811","1,788","15,622"
660,WOODBINE AVE,,LUMSDEN AVE,MORTIMER AVE,1/31/1958,43.6927726,-79.315855,12/23/2008,790,"15,753","1,580","31,506"
661,COXWELL AVE,,MORTIMER AVE,,1/31/1958,43.6905966,-79.326553,4/27/2009,"2,084","15,335","4,168","30,670"
662,GREENWOOD AVE,,MORTIMER AVE,,8/7/1959,43.6886426,-79.335443,1/25/2010,792,"10,268","1,584","20,536"
663,DONLANDS AVE,,MORTIMER AVE,,8/7/1959,43.6876049,-79.340228,8/12/2009,"1,164","12,697","2,328","25,394"
664,MORTIMER AVE,,PAPE AVE,,1/31/1958,43.685721,-79.3476386,3/3/2010,"1,550","14,985","3,100","29,970"
665,WOODBINE AVE,,COSBURN AVE,,1/31/1958,43.6964341,-79.31742,8/11/2009,854,"12,745","1,708","25,490"
666,COXWELL AVE,,COSBURN AVE,,1/31/1958,43.6941379,-79.328003,8/11/2009,"2,455","12,372","4,910","24,744"
667,COSBURN AVE,,GREENWOOD AVE,,8/7/1959,43.6920347,-79.337723,8/20/2009,229,"8,030",458,"16,060"
668,DONLANDS AVE,,COSBURN AVE,,8/7/1959,43.6911338,-79.34167,3/15/2011,462,"13,087",924,"26,174"
669,PAPE AVE,,COSBURN AVE,,1/31/1958,43.6893922,-79.34881,8/13/2009,"4,720","11,017","9,440","22,034"
670,BATHURST ST,,INVERMAY AVE,,12/29/1965,43.7414973,-79.43502,1/27/2010,352,"16,514",704,"33,028"
671,BATHURST ST,,YORK DOWNS DR,,11/18/1958,43.7472416,-79.436456,1/26/2010,428,"17,362",856,"34,724"
672,BATHURST ST,,SHEPPARD AVE W,,1/31/1958,43.7554527,-79.438452,2/4/2010,"4,393","30,237","8,786","60,474"
673,BATHURST ST,335m SOUTH OF,ELLERSLIE AVE,PRIVATE ACCESS,7/27/1961,43.7624442,-79.440171,11/8/2010,82,"21,496",164,"42,992"
674,BATHURST ST,,HORSHAM AVE,BLUE FLAG GT,6/1/1965,43.7686039,-79.441657,1/27/2010,197,"18,569",394,"37,138"
675,BATHURST ST,,FINCH AVE W,,3/20/1962,43.7738567,-79.442978,2/18/2010,"4,790","36,390","9,580","72,780"
676,BATHURST ST,,DREWRY AVE,ANTIBES DR,10/8/1966,43.7810687,-79.44481,1/26/2010,"1,536","25,389","3,072","50,778"
677,BATHURST ST,,ROCKFORD RD,DEWLANE DR,12/29/1966,43.785938,-79.446008,2/2/2010,"1,121","22,766","2,242","45,532"
678,STEELES AVE W,,BATHURST ST,,2/2/1966,43.79245,-79.445714,5/26/2010,"3,256","40,725","6,512","80,481"
679,OVERLEA BLVD,,THORNCLIFFE PARK DR,,1/1/1963,43.707478,-79.343608,9/23/2011,"2,051","19,167","4,102","38,334"
680,OVERLEA BLVD,,THORNCLIFFE PARK DR,,1/1/1963,43.705011,-79.349824,1/2/2008,656,"12,591","1,312","25,182"
681,LAIRD DR,,MCRAE DR,WICKSTEED AVE,1/1/1957,43.710376,-79.363498,6/23/2010,649,"19,304","1,298","38,608"
682,LAIRD DR,,MILLWOOD RD,,1/1/1961,43.703231,-79.360591,10/31/2011,157,"21,057",314,"42,114"
683,MILLWOOD RD,,MCRAE DR,,1/1/1963,43.704803,-79.368108,1/31/2008,374,"8,499",748,"16,998"
684,MILLWOOD RD,,SUTHERLAND DR,,1/1/1963,43.7035751,-79.3643727,5/7/2008,410,"5,059",820,"10,118"
685,SOUTHVALE DR,,MILLWOOD RD,PRIVATE ACCESS,1/1/1960,43.702467,-79.361576,12/22/2011,330,"10,892",660,"21,784"
686,MILLWOOD RD,,VILLAGE STATION RD,REDWAY RD,5/30/1961,43.7019,-79.35809,1/13/2011,104,"15,708",208,"31,416"
687,MILLWOOD RD,,OVERLEA BLVD,,5/30/1961,43.70196,-79.35288,8/18/2011,243,"20,939",486,"41,878"
688,PHARMACY AVE,,SURREY AVE,,6/15/1966,43.7374184,-79.3022695,8/19/2009,933,"11,729","1,866","23,458"
689,WARDEN AVE,,FIRVALLEY CRT,,12/23/1965,43.70369,-79.27748,8/20/2009,443,"7,324",886,"14,648"
690,WARDEN AVE,,COMSTOCK RD,,8/19/1964,43.7215184,-79.2850107,8/19/2009,331,"14,564",662,"29,128"
691,MIDLAND AVE,,PROGRESS AVE,,2/14/1968,43.77298,-79.27297,5/3/2011,198,"22,654",396,"45,308"
692,KENNEDY RD,,PROGRESS AVE,GLAMORGAN AVE,9/11/1969,43.76943,-79.28226,8/18/2009,"1,113","28,323","2,226","56,646"
693,ELLESMERE RD,,PHARMACY AVE,,8/13/1959,43.7590889,-79.3102192,12/16/2010,"2,029","23,854","4,058","47,708"
694,WARDEN AVE,,ELLESMERE RD,,6/9/1963,43.76127,-79.30072,8/29/2011,"1,082","36,387","2,164","72,774"
695,ELLESMERE RD,,BIRCHMOUNT RD,,3/15/1961,43.76347,-79.29137,12/14/2011,"1,833","34,601","3,666","69,202"
696,KENNEDY RD,,ELLESMERE RD,,1/2/1960,43.76587,-79.28109,4/26/2010,"1,589","39,580","3,178","76,459"
697,ELLESMERE RD,,MIDLAND AVE,,12/28/1965,43.76799,-79.27111,2/12/2009,"1,589","26,899","3,178","53,798"
698,ELLESMERE RD,,BRIMLEY RD,,7/6/1968,43.77013,-79.26128,2/3/2011,"1,311","32,839","2,622","65,678"
699,MCCOWAN RD,,ELLESMERE RD,,12/31/1965,43.7722,-79.25149,9/19/2011,977,"38,005","1,954","76,010"
700,ELLESMERE RD,,BELLAMY RD N,,8/30/1968,43.77442,-79.24171,2/16/2009,"1,027","15,143","2,054","30,286"
701,MARKHAM RD,,SHEPPARD AVE E,,4/27/1964,43.7939,-79.23876,5/5/2010,"1,271","40,128","2,542","96,773"
702,MARKHAM RD,,ELLESMERE RD,,10/12/1964,43.77645,-79.23174,9/12/2011,"6,636","33,963","13,272","67,926"
703,MARKHAM RD,,BRIMORTON DR,,9/9/1966,43.77351,-79.23066,12/13/2010,949,"17,709","1,898","35,418"
704,MARKHAM RD,,GREENCEDAR CRCT,GREENCREST CRCT,12/8/1964,43.75785,-79.22469,8/14/2008,"1,683","18,823","3,366","37,646"
705,ISLINGTON AVE,,NORSEMAN ST,,1/1/1958,43.63421,-79.5191,7/15/2008,844,"18,577","1,688","37,154"
706,DUNDAS ST W,,ISLINGTON AVE,,3/31/1960,43.65141,-79.52639,2/3/2010,151,"26,172",302,"52,344"
707,ISLINGTON AVE,,RATHBURN RD,,5/10/1965,43.66242,-79.53116,7/21/2008,663,"15,194","1,326","30,388"
708,ISLINGTON AVE,,THE KINGSWAY,,1/1/1959,43.66839,-79.53383,8/17/2009,766,"12,597","1,532","25,194"
709,EGLINTON AVE W,,ISLINGTON AVE,,1/17/1961,43.67986,-79.53898,2/4/2010,831,"28,749","1,662","57,498"
710,ISLINGTON AVE,,SUMMITCREST DR,,6/1/1967,43.6832,-79.5405,11/22/2010,239,"13,881",478,"27,762"
711,ISLINGTON AVE,,THE WESTWAY,,12/30/1963,43.68864,-79.54286,8/12/2009,967,"14,653","1,934","29,306"
712,ISLINGTON AVE,,401 C E ISLINGTON RAMP,RESOURCES RD,12/13/1965,43.70816,-79.55176,5/16/2011,264,"19,989",528,"39,978"
713,ISLINGTON AVE,,401 C W ISLINGTON N RAMP,ALLENBY AVE,12/17/1965,43.71143,-79.55328,12/14/2010,88,"26,252",176,"52,504"
714,REXDALE BLVD,,ISLINGTON AVE,,7/19/1960,43.71377,-79.55491,6/9/2010,26,"22,216",52,"44,432"
715,ISLINGTON AVE,,BERGAMOT AVE,,8/2/1968,43.71696,-79.55597,8/17/2009,"1,297","14,077","2,594","28,154"
716,ISLINGTON AVE,,ELMHURST DR,,1/23/1964,43.72318,-79.55888,8/18/2009,"1,203","13,986","2,406","27,972"
717,ISLINGTON AVE,,ALBION RD,,1/31/1958,43.73727,-79.56531,4/19/2010,"1,020","26,149","2,040","52,298"
718,REXDALE BLVD,,BERGAMOT AVE,PRIVATE ACCESS,7/8/1968,43.71336,-79.55972,6/13/2007,510,"15,284","1,020","30,568"
719,ELLESMERE RD,,MORNINGSIDE AVE,,3/9/1968,43.78535,-79.19337,9/17/2007,"4,413","25,506","8,826","51,012"
720,EGLINTON AVE W,,CASTLE KNOCK RD,,7/31/1969,43.70397,-79.41167,7/22/2008,"1,871","13,459","3,742","26,918"
721,WESTON RD,,MCCORMACK ST,PRIVATE ACCESS,9/18/1969,43.67725,-79.47187,11/9/2010,397,"16,674",794,"33,348"
722,WARDEN AVE,,BAMBURGH CRCL,,7/23/1984,43.81165,-79.32339,1/30/2012,"1,189","16,977","2,378","33,954"
723,ALBION RD,,ELMHURST DR,,6/1/1969,43.72514,-79.55051,3/31/2008,180,"13,588",360,"27,176"
724,KIPLING AVE,,NORTH QUEEN ST,PRIVATE ACCESS,12/12/1962,43.62526,-79.52845,9/4/2008,130,"21,628",260,"43,256"
725,KIPLING AVE,,NORSEMAN ST,,8/20/1968,43.63154,-79.53102,9/9/2008,792,"19,028","1,584","38,056"
726,KIPLING AVE,,BURNHAMTHORPE RD,,9/25/1960,43.65101,-79.53933,12/1/2010,238,"25,371",476,"50,742"
727,KIPLING AVE,,RATHBURN RD,,10/30/1963,43.65988,-79.54323,11/24/2011,"1,208","20,886","2,416","41,772"
728,KIPLING AVE,,PRINCESS MARGARET BLVD,,10/24/1966,43.67012,-79.54773,12/6/2011,613,"15,732","1,226","31,464"
729,EGLINTON AVE W,,KIPLING AVE,,1/1/1962,43.67725,-79.5509,2/2/2010,916,"28,045","1,832","56,090"
730,KIPLING AVE,,THE WESTWAY,,10/8/1964,43.68564,-79.55468,11/23/2011,"1,467","20,710","2,934","41,420"
731,KIPLING AVE,,BELFIELD RD,,7/10/1968,43.70491,-79.56347,3/17/2008,226,"21,090",452,"42,180"
732,REXDALE BLVD,,KIPLING AVE,,1/31/1958,43.71173,-79.5667,11/3/2009,"1,060","27,892","2,120","55,784"
733,KIPLING AVE,,WESTHUMBER BLVD,BROOKMERE RD,8/19/1965,43.72814,-79.57465,12/15/2010,804,"11,531","1,608","23,062"
734,ALBION RD,,KIPLING AVE,,8/27/1965,43.7397,-79.58033,3/2/2009,975,"25,435","1,950","50,870"
735,THE WEST MALL,,EVANS AVE,WEST MALL S QEW X W RAMP,12/13/1963,43.60836,-79.55863,9/27/2010,66,"16,181",132,"32,362"
736,LESLIE ST,,TALWOOD DR,,11/13/1970,43.74088,-79.35745,12/20/2010,248,"16,088",496,"32,176"
737,LESLIE ST,,SOUTHWELL DR,DENLOW BLVD,11/24/1970,43.746,-79.3585,1/6/2011,387,"18,403",774,"36,806"
738,LESLIE ST,,BANNATYNE DR,PRIVATE ACCESS,9/30/1969,43.75873,-79.36128,4/19/2010,253,"26,202",506,"52,404"
739,SHEPPARD AVE W,,WILMINGTON AVE,FAYWOOD BLVD,1/25/1961,43.75271,-79.4519,12/9/2008,"1,177","21,405","2,354","42,810"
740,SHEPPARD AVE W,,SENLAC RD,,8/18/1966,43.75897,-79.42254,12/1/2010,512,"17,228","1,024","34,456"
741,SHEPPARD AVE E,,WILLOWDALE AVE,,9/10/1964,43.76403,-79.39968,11/25/2010,"1,217","23,423","2,434","46,846"
742,SHEPPARD AVE E,,HAWKSBURY DR,REAN DR,2/21/1970,43.76786,-79.38314,11/4/2010,"1,025","21,883","2,050","43,766"
743,SHEPPARD AVE E,,BURBANK DR,BESSARION RD,10/1/1967,43.76925,-79.37663,11/3/2010,863,"20,987","1,726","41,974"
744,SHEPPARD AVE E,,LESLIE ST,,3/6/1968,43.77169,-79.36416,5/27/2010,"1,100","45,765","2,200","78,746"
745,SHEPPARD AVE E,,SHAUGHNESSY BLVD,,12/16/1966,43.77377,-79.35333,1/13/2010,171,"18,698",342,"37,396"
746,SHEPPARD AVE E,,FAIRVIEW MALL DR,,11/18/1958,43.77628,-79.34112,11/24/2010,129,"34,612",258,"69,224"
747,SHEPPARD AVE E,,404 N SHEPPARD AVE RAMP,YORKLAND RD,1/1/1980,43.77589,-79.33775,4/19/2007,298,"35,893",596,"71,786"
748,SHEPPARD AVE E,,VICTORIA PARK AVE,,11/25/1955,43.77527,-79.32301,5/4/2010,"4,481","37,556","8,962","75,112"
749,SHEPPARD AVE E,,PHARMACY AVE,,2/22/1966,43.77653,-79.31775,8/6/2008,"1,465","21,062","2,930","42,124"
750,SHEPPARD AVE E,,WARDEN AVE,,12/16/1964,43.77875,-79.30789,4/20/2010,"3,275","38,059","6,550","76,118"
